event_id,date,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show
9512209,2016-05-01T20:00:00-0700,Gin Wigmore,The Independent,33.52,64.0,7,36.0,San Francisco,CA,Ticketfly,$18.00,0,2501116,49
9512210,2016-05-22T21:00:00-0700,Big WIld,The Independent,53.23,100.0,15,72.0,San Francisco,CA,Ticketfly,$15.00,1,8351553,70
9512211,2016-05-27T21:00:00-0700,Brian Jonestown Massacre,The Independent,106.93,128.0,4,22.0,San Francisco,CA,Ticketfly,$25.00,1,73973,75
9512212,2016-05-28T21:00:00-0700,Brian Jonestown Massacre,The Independent,108.11,98.0,4,26.0,San Francisco,CA,Ticketfly,$25.00,1,73973,76
9512235,2016-03-23T19:30:00-0700,Slayer,The Warfield,107.51,328.88,14,55.0,San Francisco,CA,Songkick Tickets,$61.75,0,36137,10
9512338,2016-04-20T17:30:00-0700,"Cypress Hill with Berner, Juicy J and more",Bill Graham Civic Auditorium,81.86,149.0,11,44.0,San Francisco,CA,Ticketmaster,$49.50,0,500307,38
9512440,2016-03-25T20:00:00-0700,Warren Haynes,Fillmore San Francisco,72.97,85.5,8,34.0,San Francisco,CA,Live Nation,NoPriceClass,0,538056,12
9512698,2016-06-04T21:00:00-0700,At The Drive-In,The Warfield,80.38,802.97,114,473.0,San Francisco,CA,Songkick Tickets,$72.00,0,206412,83
9512944,2016-04-20T20:00:00-0700,Lapsley,The Independent,47.1,90.0,12,48.0,San Francisco,CA,Ticketfly,$15.00,1,8068588,38
9513447,2016-05-17T20:00:00-0700,Charles Bradley And His Extraordinaires,Fillmore San Francisco,56.58,80.0,9,48.0,San Francisco,CA,Live Nation,NoPriceClass,0,4755323,65
9513840,2016-04-13T19:30:00-0700,Filter,Slims,114.6,99.0,2,9.0,San Francisco,CA,NoVendorClass,NoPriceClass,NoSoldOutClass,188715,31
9514235,2016-04-04T20:00:00-0700,Santigold,Nob Hill Masonic Auditorium,67.4,259.0,41,141.0,San Francisco,CA,Live Nation,NoPriceClass,0,2385431,22
9514268,2016-04-06T20:00:00-0700,Aurora,The Independent,41.02,90.0,10,60.0,San Francisco,CA,Ticketfly,$15.00,0,3187671,24
9514292,2016-03-25T20:00:00-0700,The Smashing Pumpkins,Nob Hill Masonic Auditorium,94.3,600.0,82,238.0,San Francisco,CA,Live Nation,NoPriceClass,0,233074,12
9514301,2016-08-09T19:00:00-0700,Bryan Ferry,Nob Hill Masonic Auditorium,80.73,371.0,105,322.0,San Francisco,CA,Live Nation,NoPriceClass,0,408487,149
9514302,2016-03-20T20:00:00-0700,Lust For Youth,Rickshaw Stop,49.58,39.9,1,4.0,San Francisco,CA,Ticketfly,NoPriceClass,0,3548996,7
9514727,2016-05-20T20:00:00-0700,Disclosure,Bill Graham Civic Auditorium,75.66,1111.0,173,794.0,San Francisco,CA,Ticketmaster,$45.00,0,771160,68
9515886,2016-04-08T21:00:00-0700,The English Beat,Bimbos 365 Club,61.49,50.0,2,12.0,San Francisco,CA,Ticketfly,$25.00,0,2955121,26
9515887,2016-05-14T21:00:00-0700,Wild Belle,Bimbos 365 Club,37.9,60.0,3,8.0,San Francisco,CA,Ticketfly,$18.00,0,4828533,62
9515888,2016-05-25T20:00:00-0700,James Hunter Six,Bimbos 365 Club,107.52,89.0,1,4.0,San Francisco,CA,Ticketfly,$28.00,0,6359744,73
9516001,2016-05-05T20:00:00-0700,Kverlertak,The Independent,61.49,49.99,1,6.0,San Francisco,CA,NoResults,NoResults,NoResults,NoResults,53
9516002,2016-05-12T21:00:00-0700,Mura Masa,The Independent,67.99,140.95,11,33.0,San Francisco,CA,Ticketfly,$15.00,1,8054163,60
9516498,2016-03-18T21:00:00-0700,The Brothers Comatose with The Good Luck Thrift Store Outfit,Fillmore San Francisco,45.92,72.0,6,29.0,San Francisco,CA,Live Nation,NoPriceClass,0,2336572,5
9517606,2016-04-16T20:00:00-0700,Blackberry Smoke,Fillmore San Francisco,53.31,69.54,8,33.0,San Francisco,CA,Live Nation,NoPriceClass,0,568895,34
9519081,2016-05-21T20:00:00-0700,Disclosure,Bill Graham Civic Auditorium,73.29,245.95,163,860.0,San Francisco,CA,Ticketmaster,$45.00,0,771160,69
9519227,2016-07-18T19:30:00-0700,Phish,Bill Graham Civic Auditorium,103.98,2999.0,129,411.0,San Francisco,CA,Ticketmaster,$65.00,0,46745,127
